,genus,species,min_max_size,dispersal_unit,class_1,class_2,polarity,P/E,2D_shape,3D_shape,aperture_type,aperture_features_1,aperture_features_2,aperture_features_3,viscin,ubisch,a_prefix_1,a_prefix_2,a_prefix_3,ornamentation_1,ornamentation_2,ornamentation_3,ornamentation_4,ornamentation_5,ornamentation_6,ornamentation_7,phyla,family,order
Limonium vulgare,Limonium,vulgare,"41,100",monad,colpate,-,isopolar,oblate,circular,-,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Plumbaginaceae
Linaria alpina,Linaria,alpina,"11,20",monad,,-,isopolar,isodiamec,circular,spheroidal,colporus,-,-,-,viscin threads,-,,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linaria genistifolia,Linaria,genistifolia,"11,15",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linaria pelisseriana,Linaria,pelisseriana,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linaria repens,Linaria,repens,"11,15",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linaria supina,Linaria,supina,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linaria vulgaris,Linaria,vulgaris,"16,20",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Lindenbergia philippensis,Lindenbergia,philippensis,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Lamiales,Plantaginaceae
Linum alpinum,Linum,alpinum,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,echinate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum austriacum,Linum,austriacum,"51,100",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,clavate,baculate,clavate,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum bienne,Linum,bienne,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum campanulatum,Linum,campanulatum,"51,100",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,baculate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum capitatum,Linum,capitatum,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,echinate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum catharticum,Linum,catharticum,"26,50",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum corymbulosum,Linum,corymbulosum,"26,50",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,clavate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum flavum,Linum,flavum,"41,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,tri,-,-,clavate,bacculate,baculate,clavate,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum grandiflorum,Linum,grandiflorum,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum hirsutum,Linum,hirsutum,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,baculate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum maritimum,Linum,maritimum,"41,100",monad,colpate,-,isopolar,-,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,clavate,baculate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum perenne,Linum,perenne,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,tri,-,-,clavate,bacculate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum strictum,Linum,strictum,"51,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,clavate,-,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum tenuifolium,Linum,tenuifolium,"51,101",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,clavate,bacculate,clavate,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum tommasinii,Linum,tommasinii,"41,100",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Linum usitatissimum,Linum,usitatissimum,"51,100",monad,colpate,-,isopolar,oblate,circular,-,colpus,,-,-,viscin threads,-,tri,-,-,clavate,bacculate,-,-,-,-,-,Angiospermae,Malpighiales,Linaceae
Liparis loeselii,Liparis,loeselii,"101,101",pollinium,-,-,heteropolar,-,irregular,irregular,inaperturate,-,-,-,viscin threads,-,in,-,-,-,-,-,-,-,-,-,Angiospermae,Asparagales,Orchidaceae
Liriodendron tulipifera,Liriodendron,tulipifera,"51,100",monad,sulcate,-,heteropolar,-,circular,spheroidal,sulcus,-,-,-,viscin threads,-,-,-,-,scabrate,verrucate,gemmate,perforate,-,-,-,Angiospermae,Magnoliales,Magnoliaceae
Liriope graminifolia,Liriope,graminifolia,"26,50",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,,-,-,viscin threads,ubisch bodies,-,-,-,fossulate,perforate,-,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Listera cordata,Listera,cordata,"26,50",tetrad,tetrad,-,heteropolar,-,irregular,irregular,inaperturate,-,-,-,viscin threads,-,in,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Asparagales,Orchidaceae
Listera ovata,Listera,ovata,"26,50",tetrad,tetrad,-,heteropolar,-,irregular,irregular,ulcus,-,-,-,viscin threads,-,-,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Asparagales,Orchidaceae
Litchi chinensis,Litchi,chinensis,"16,20",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Sapindales,Sapindaceae
Lithodora fruticosa,Lithodora,fruticosa,"10,25",monad,colporate,-,isopolar,prolate,circular,-,colporus,, brevicolporus,-,viscin threads,ubisch bodies,-,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,unplaced,Boraginaceae
Lithops dorotheae,Lithops,dorotheae,"10,25",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Aizoaceae
Lithops gracilidelineata,Lithops,gracilidelineata,"10,25",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Aizoaceae
Lithops julii,Lithops,julii,"10,25",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Aizoaceae
Lithops karasmontana,Lithops,karasmontana,"10,25",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Aizoaceae
Lithospermum officinale,Lithospermum,officinale,"9,15",monad,colporate,-,heteropolar,prolate,quadrangular,-,colporus,,-,-,viscin threads,-,tetra,-,-,psilate,-,-,-,-,-,-,Angiospermae,unplaced,Boraginaceae
Lloydia serotina,Lloydia,serotina,"41,100",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,,-,-,viscin threads,-,-,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Liliales,Liliaceae
Lobelia dortmanna,Lobelia,dortmanna,"16,30",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Asterales,Campanulaceae
Lobelia erinus,Lobelia,erinus,"21,30",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Asterales,Campanulaceae
Lobelia inflata,Lobelia,inflata,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,, margo,-,viscin threads,-,tri,-,-,striato,-,-,-,-,-,-,Angiospermae,Asterales,Campanulaceae
Lobularia maritima,Lobularia,maritima,"11,20",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Brassicales,Brassicaceae
Loiseleuria procumbens,Loiseleuria,procumbens,"31,40",tetrad,tetrad,colporate,heteropolar,-,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Ericaceae
Lolium perenne,Lolium,perenne,"21,35",monad,ulcerate,-,heteropolar,-,circular,spheroidal,ulcus,operculum, annulus,-,viscin threads,ubisch bodies,-,-,-,psilate,areolate,-,-,-,-,-,Angiospermae,Poales,Poaceae
Lomandra longifolia,Lomandra,longifolia,"16,25",monad,sulcate,-,heteropolar,oblate,irregular,-,sulcus,-,-,-,viscin threads,-,-,-,-,fossulate,-,-,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Lomatogonium carinthiacum,Lomatogonium,carinthiacum,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,,-,-,viscin threads,-,tri,-,-,striatoreticulate,-,-,-,-,-,-,Angiospermae,Gentianales,Gentianaceae
Loncomelos prasinantherum,Loncomelos,prasinantherum,"51,100",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,-,-,-,viscin threads,-,-,-,-,reticulate,heterobrochate,-,-,-,-,-,Angiospermae,Asparagales,Hyacinthaceae
Lonicera alpigena,Lonicera,alpigena,"51,100",monad,colporate,-,-,-,-,-,colporus,brevicolporus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera caerulea,Lonicera,caerulea,"51,100",monad,colpate,-,isopolar,-,circular,-,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera caprifolium,Lonicera,caprifolium,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,brevicolporus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera etrusca,Lonicera,etrusca,"51,100",monad,colpate,-,isopolar,isodiametric,circular,spheroidal,colporus,brevicolporus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera fragrantissima,Lonicera,fragrantissima,"36,50",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera implexa,Lonicera,implexa,"51,100",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,brevicolporus,-,-,viscin threads,-,tri,-,-,echinate,perforate,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera japonica,Lonicera,japonica,"51,100",monad,colpate,-,isopolar,-,circular,-,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera nitida,Lonicera,nitida,"41,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,brevicolporus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera pyrenaica,Lonicera,pyrenaica,"41,100",monad,colpate,-,isopolar,oblate,circular,spheroidal,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera quinquelocularis,Lonicera,quinquelocularis,"41,100",monad,colporate,-,isopolar,-,circular,spheroidal,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera tatarica,Lonicera,tatarica,"41,100",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,-,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lonicera xylosteum,Lonicera,xylosteum,"41,100",monad,colpate,-,isopolar,-,circular,spheroidal,colporus,brevicolpus,-,-,viscin threads,-,tri,-,-,echinate,perforate,-,-,-,-,-,Angiospermae,Dipsacales,Caprifoliaceae
Lopezia racemosa,Lopezia,racemosa,"51,100",monad,porate,-,heteropolar,oblate,triangular,-,porus,angulaperturate,-,-,-,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Myrtales,Onagraceae
Lophophora williamsii,Lophophora,williamsii,"51,100",monad,clypeate,-,-,-,circular,spheroidal,colpus,-,-,-,viscin threads,ubisch bodies,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Cactaceae
Loranthus europaeus,Loranthus,europaeus,"11,30",monad,colpate,-,isopolar,oblate,angular,-,colpus,-,-,-,viscin threads,-,,-,-,psilate,verrucate,perforate,-,-,-,-,Angiospermae,Santanales,Loranthaceae
Loropetalum chinense,Loropetalum,chinense,"11,20",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Saxifragales,Hamamelidaceae
Lotus corniculatus,Lotus,corniculatus,"11,20",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus cytisoides,Lotus,cytisoides,"11,20",monad,colporate,-,isopolar,prolate,triangular,-,colporus,,-,-,viscin threads,-,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus edulis,Lotus,edulis,"11,20",monad,colporate,-,isopolar,prolate,circular,-,colporus,margo,-,-,viscin threads,-,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus longisiliquosus,Lotus,longisiliquosus,"10,25",monad,colporate,-,isopolar,prolate,circular,-,colporus,margo,-,-,viscin threads,-,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus maculatus,Lotus,maculatus,"10,25",monad,colporate,-,isopolar,prolate,circular,-,colporus,,-,-,viscin threads,-,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus maritimus,Lotus,maritimus,"16,20",monad,colporate,-,isopolar,prolate,circular,-,colporus,,-,-,viscin threads,-,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lotus parviflorus,Lotus,parviflorus,"11,20",monad,colporate,-,isopolar,prolate,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Ludisia discolor,Ludisia,discolor,"101,101",massula,-,-,heteropolar,-,irregular,irregular,inaperturate,-,-,-,viscin threads,-,in,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Asparagales,Orchidaceae
Ludovia lancaefolia,Ludovia,lancaefolia,"26,50",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,-,-,-,viscin threads,ubisch bodies,-,-,-,perforate,foveolate,-,-,-,-,-,Angiospermae,Pandanales,Cyclanthaceae
Ludwigia octovalvis,Ludwigia,octovalvis,"51,100",tetrad,tetrad,-,heteropolar,oblate,triangular,-,colporus,bridge,-,-,-,-,tri,-,-,rugulate,-,-,-,-,-,-,Angiospermae,Myrtales,Onagraceae
Luffa cylindrica,Luffa,cylindrica,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,perforate,-,-,-,-,-,Angiospermae,Cucurbitales,Cucurbitaceae
Lumnitzera racemosa,Lumnitzera,racemosa,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,heteroaperturate, pseudocolpus,-,viscin threads,-,tri,-,-,perforate,reticulate,-,-,-,-,-,Angiospermae,Myrtales,Combretaceae
Lunaria annua,Lunaria,annua,"21,30",monad,colpate,-,isopolar,prolate,circular,-,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Brassicales,Brassicaceae
Lunaria rediviva,Lunaria,rediviva,"21,30",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Brassicales,Brassicaceae
Lupinus albus,Lupinus,albus,"31,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lupinus angustifolius,Lupinus,angustifolius,"31,40",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lupinus argenteus,Lupinus,argenteus,"16,25",monad,colpate,-,isopolar,prolate,circular,cylindric,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lupinus micranthus,Lupinus,micranthus,"26,35",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,bireticulate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lupinus microphyllus,Lupinus,microphyllus,"26,30",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Lupinus polyphyllus,Lupinus,polyphyllus,"26,35",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Luzula alpinopilosa,Luzula,alpinopilosa,"26,50",tetrad,tetrad,-,heteropolar,-,circular,-,ulcus,,-,-,viscin threads,ubisch bodies,-,-,-,granulate,-,-,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula campestris,Luzula,campestris,"26,50",tetrad,tetrad,-,heteropolar,oblate,circular,-,ulcus,,-,-,viscin threads,-,-,-,-,granulate,-,-,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula glabrata,Luzula,glabrata,"41,100",tetrad,ulcerate,-,heteropolar,oblate,circular,-,ulcus,-,-,-,viscin threads,-,-,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula luzulina,Luzula,luzulina,"36,50",tetrad,ulcerate,-,heteropolar,oblate,circular,-,ulcus,-,-,-,viscin threads,-,-,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula luzuloides,Luzula,luzuloides,"26,50",tetrad,tetrad,-,heteropolar,-,circular,spheroidal,ulcus,,-,-,viscin threads,-,-,-,-,psilate,-,-,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula pilosa,Luzula,pilosa,"41,50",tetrad,ulcerate,-,heteropolar,oblate,circular,-,ulcus,,-,-,viscin threads,-,-,-,-,scabrate,verrucate,gemmate,perforate,-,-,-,Angiospermae,Poales,Juncaceae
Luzula spicata,Luzula,spicata,"26,50",tetrad,tetrad,-,heteropolar,-,circular,-,ulcus,,-,-,viscin threads,ubisch bodies,-,-,-,verrucate,-,-,-,-,-,-,Angiospermae,Poales,Juncaceae
Luzula sylvatica,Luzula,sylvatica,"41,100",tetrad,ulcerate,-,heteropolar,oblate,circular,-,ulcus,,-,-,viscin threads,-,-,-,-,scabrate,verrucate,gemmate,perforate,-,-,-,Angiospermae,Poales,Juncaceae
Lychnis chalcedonica,Lychnis,chalcedonica,"31,35",monad,porate,-,isopolar,isodiamec,circular,spheroidal,porus,-,operculum,-,viscin threads,-,panto,panto,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Caryophyllales,Caryophyllaceae
Lychnis coronaria,Lychnis,coronaria,"36,40",monad,porate,-,-,-,circular,spheroidal,porus,,-,-,viscin threads,-,panto,panto,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Caryophyllales,Caryophyllaceae
Lychnis flos-cuculi,Lychnis,flos-cuculi,"36,40",monad,porate,-,isopolar,isodiamec,circular,spheroidal,porus,-,operculum,-,viscin threads,ubisch bodies,panto,panto,-,scabrate,verrucate,gemmate,perforate,-,-,-,Angiospermae,Caryophyllales,Caryophyllaceae
Lychnis viscaria,Lychnis,viscaria,"26,50",monad,porate,-,-,-,circular,spheroidal,porus,, pantoaperturate,-,viscin threads,-,panto,panto,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Caryophyllaceae
Lycium barbarum,Lycium,barbarum,"21,35",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Solanales,Solanaceae
Lycopersicon esculentum,Lycopersicon,esculentum,"16,25",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,scabrate,verrucate,gemmate,verrucate,perforate,-,-,Angiospermae,Solanales,Solanaceae
Lycopus europaeus,Lycopus,europaeus,"21,30",monad,colpate,-,isopolar,oblate,elliptic,-,colpus,-,-,-,viscin threads,-,hexa,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Lycopus exaltatus,Lycopus,exaltatus,"21,30",monad,colpate,-,isopolar,oblate,circular,-,colpus,-,-,-,viscin threads,-,hexa,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Lymania spiculata,Lymania,spiculata,"26,50",monad,porate,-,heteropolar,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Lysichiton americanus,Lysichiton,americanus,"26,50",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,-,-,-,viscin threads,-,-,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Alismatales,Araceae
Lysimachia atropurpurea,Lysimachia,atropurpurea,"11,20",monad,colporate,-,isopolar,prolate,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia europaea,Lysimachia,europaea,"21,30",monad,-,-,-,-,-,-,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia glutinosa,Lysimachia,glutinosa,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tetra,-,-,perforate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia lichiangensis,Lysimachia,lichiangensis,"26,50",monad,colporate,-,isopolar,prolate,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,perforate,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia nemorum,Lysimachia,nemorum,"16,20",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,perforate,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia nummularia,Lysimachia,nummularia,"26,30",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia punctata,Lysimachia,punctata,"21,25",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia thyrsiflora,Lysimachia,thyrsiflora,"16,20",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lysimachia vulgaris,Lysimachia,vulgaris,"21,25",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,margo,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Lythrum hyssopifolia,Lythrum,hyssopifolia,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,heteroaperturate, pseudocolpus,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Myrtales,Lythraceae
Lythrum salicaria,Lythrum,salicaria,"16,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,heteroaperturate, pseudocolpus,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Myrtales,Lythraceae
Mabea occidentalis,Mabea,occidentalis,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,margo,-,-,viscin threads,ubisch bodies,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Malpighiales,Euphorbiaceae
Macadamia tetraphylla,Macadamia,tetraphylla,"16,35",monad,porate,-,heteropolar,oblate,triangular,-,porus,-,-,-,viscin threads,-,tri,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Proteales,Proteaceae
Macleania insignis,Macleania,insignis,"26,50",tetrad,tetrad,-,heteropolar,-,circular,-,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Ericaceae
Macleaya cordata,Macleaya,cordata,"16,20",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Ranunculales,Papaveraceae
Maclura pomifera,Maclura,pomifera,"10,25",monad,porate,-,isopolar,-,circular,spheroidal,porus,operculum, annulus,-,viscin threads,ubisch bodies,tri,-,-,rugulate,-,-,-,-,-,-,Angiospermae,Rosales,Moraceae
